country_year_id,country,year,aid_per_capita,aid_total,Income_group,Region,democracy_score,conflict_present,population,multi_sector_aid,program_support_aid,humanitarian_aid,environment_aid,education_social_aid,health_aid,econdev_aid,democracy_rights_aid,peace_security_aid
Papua New Guinea-2008,Papua New Guinea,2008,0.3602190783490076,2587454,Lower middle income,East Asia & Pacific,5.83,No,7183001,0,130979,69350,0,43136,1983879,0,0,360110
Papua New Guinea-2009,Papua New Guinea,2009,0.6178098027688884,4575770,Lower middle income,East Asia & Pacific,5.83,No,7406438,0,8531,333952,20402,0,3749928,0,0,462957
Papua New Guinea-2010,Papua New Guinea,2010,0.4404220698621069,3361972,Lower middle income,East Asia & Pacific,5.83,No,7633523,0,248790,0,33979,24018,2027322,0,0,1027863
Papua New Guinea-2011,Papua New Guinea,2011,0.4646807762376157,3652087,Lower middle income,East Asia & Pacific,5.83,No,7859346,0,411211,0,30691,0,2833850,0,75968,300367
Papua New Guinea-2012,Papua New Guinea,2012,0.6813275933966805,5506074,Lower middle income,East Asia & Pacific,6.67,No,8081390,0,318377,324291,32764,0,3873203,0,0,957439
Papua New Guinea-2013,Papua New Guinea,2013,1.069663146806393,8881089,Lower middle income,East Asia & Pacific,5.83,No,8302697,0,660653,1086412,25745,0,6194881,384850,0,528548
Papua New Guinea-2014,Papua New Guinea,2014,1.0625459834824926,9056548,Lower middle income,East Asia & Pacific,5.83,No,8523441,0,905261,1388205,75851,0,5001871,0,0,1685360
Papua New Guinea-2015,Papua New Guinea,2015,1.217204228269455,10642316,Lower middle income,East Asia & Pacific,6.67,No,8743246,0,660956,1088348,0,0,6585849,0,0,2307163
Papua New Guinea-2016,Papua New Guinea,2016,1.5544055899109512,13930143,Lower middle income,East Asia & Pacific,6.67,No,8961717,0,1039258,2888736,0,0,9220708,0,0,781441
Papua New Guinea-2017,Papua New Guinea,2017,1.5165042728207896,13919559,Lower middle income,East Asia & Pacific,5.83,No,9178714,118449,1387999,3556590,4669,0,8106321,0,0,745531
Papua New Guinea-2018,Papua New Guinea,2018,1.3767638620543716,12934026,Lower middle income,East Asia & Pacific,5.83,No,9394513,275117,807647,2029195,2324101,0,6378558,10765,0,1108643
Papua New Guinea-2019,Papua New Guinea,2019,1.0100412009145583,9705496,Lower middle income,East Asia & Pacific,5.83,No,9609010,188945,713031,2814359,0,0,5471275,182524,0,335362
Papua New Guinea-2020,Papua New Guinea,2020,0.970987836379205,9530969,Lower middle income,East Asia & Pacific,5.83,No,9815745,0,701572,1854666,196756,0,6050235,302863,240045,184832
Papua New Guinea-2021,Papua New Guinea,2021,1.947298064416129,19498093,Lower middle income,East Asia & Pacific,5.83,No,10012896,0,1314506,1641487,70633,0,8665548,3552893,558997,3694029
Papua New Guinea-2022,Papua New Guinea,2022,2.787133193618571,28437591,Lower middle income,East Asia & Pacific,5.83,No,10203169,0,2495060,1612880,4449,0,8834236,8244804,1193381,6052781
Papua New Guinea-2023,Papua New Guinea,2023,3.0398086169533385,31582502,Lower middle income,East Asia & Pacific,5.83,No,10389635,0,2528912,2566136,203000,0,7234189,17905946,756442,387877
Papua New Guinea-2024,Papua New Guinea,2024,4.349345686252949,46000859,Lower middle income,East Asia & Pacific,,No,10576501,0,5878674,5667583,121742,0,5452677,15558889,2169124,11152170
Paraguay-2000,Paraguay,2000,0.0,0,Upper middle income,Latin America & Caribbean,5.83,No,5100868,0,0,0,0,0,0,0,0,0
Paraguay-2001,Paraguay,2001,3.338072309269118,17316881,Upper middle income,Latin America & Caribbean,5.83,No,5187689,0,1430928,0,125718,556153,2415462,5185964,5734758,1867898
Paraguay-2002,Paraguay,2002,4.259669231798512,22411517,Upper middle income,Latin America & Caribbean,6.67,No,5261328,0,1443636,0,1353406,357552,4272410,6024318,7816092,1144103
Paraguay-2003,Paraguay,2003,3.947094267161006,21023945,Upper middle income,Latin America & Caribbean,6.67,No,5326436,7928,1360180,79277,1331364,21273,1506662,3503388,11572849,1641024
Paraguay-2004,Paraguay,2004,4.848391495894528,26123977,Upper middle income,Latin America & Caribbean,6.67,No,5388174,746009,1342763,0,1812569,1398012,3430797,7627641,9239955,526231
Paraguay-2005,Paraguay,2005,3.696609843767466,20139489,Upper middle income,Latin America & Caribbean,6.67,No,5448097,0,1221195,74968,1041526,2457880,4051857,3690529,6420166,1181368
Paraguay-2006,Paraguay,2006,4.386745167749381,24149677,Upper middle income,Latin America & Caribbean,6.67,No,5505147,0,901184,0,1299351,2741346,3394027,4217611,8773561,2822597
Paraguay-2007,Paraguay,2007,6.602359325292397,36705064,Upper middle income,Latin America & Caribbean,6.67,No,5559386,0,1887583,0,2147253,2576471,4079666,4649522,17950247,3414322
Paraguay-2008,Paraguay,2008,7.810151395555024,43842855,Upper middle income,Latin America & Caribbean,6.67,No,5613573,0,2696622,603935,1113880,1093639,2002157,6398119,26322847,3611656
Paraguay-2009,Paraguay,2009,6.015158424019032,34113383,Upper middle income,Latin America & Caribbean,6.67,No,5671236,0,3394694,265193,1018375,198022,2030555,8304685,16222405,2679454
Paraguay-2010,Paraguay,2010,8.46254939245946,48557863,Upper middle income,Latin America & Caribbean,6.67,No,5737971,0,5552429,51515,1776024,1201919,7136688,6436765,19035606,7366917
Paraguay-2011,Paraguay,2011,7.893466406953775,45897555,Upper middle income,Latin America & Caribbean,6.67,No,5814626,0,5345724,63017,1832077,1318080,6220093,8311493,19786787,3020284
Paraguay-2012,Paraguay,2012,7.871951165743713,46420959,Upper middle income,Latin America & Caribbean,6.67,No,5897008,0,6568956,661763,1960557,1007117,3930528,6558973,21697036,4036029
Paraguay-2013,Paraguay,2013,4.09139407048456,24476540,Upper middle income,Latin America & Caribbean,6.67,No,5982445,0,3937573,596071,2093643,920793,2190653,4530235,8085139,2122433
Paraguay-2014,Paraguay,2014,3.4900045487413034,21183668,Upper middle income,Latin America & Caribbean,6.67,No,6069811,0,3621647,477040,1758962,692368,2113297,4310623,6544872,1664859
Paraguay-2015,Paraguay,2015,4.134439381838557,25464438,Upper middle income,Latin America & Caribbean,6.67,No,6159103,0,3961607,749994,1845242,558928,1560601,6381092,9291443,1115531
Paraguay-2016,Paraguay,2016,2.7812186856209973,17380186,Upper middle income,Latin America & Caribbean,6.67,No,6249126,0,4001302,1309685,1451619,682036,1709711,8245786,-1080561,1060608
Paraguay-2017,Paraguay,2017,4.357159872906892,27618555,Upper middle income,Latin America & Caribbean,6.67,No,6338660,129295,3920387,748955,1421119,936539,1861165,8491611,9171111,938373
Paraguay-2018,Paraguay,2018,3.8426281248925496,24698035,Upper middle income,Latin America & Caribbean,6.67,No,6427381,21202,3054993,1196875,2164319,1606718,1810219,7767299,5405130,1671280
Paraguay-2019,Paraguay,2019,3.2260685937101403,21018024,Upper middle income,Latin America & Caribbean,6.67,No,6515058,0,3480914,128353,1320226,1275574,1416739,7529037,2714823,3152358
Paraguay-2020,Paraguay,2020,2.7692882774440357,18287657,Upper middle income,Latin America & Caribbean,6.67,No,6603739,66733,2747538,1134346,1008725,1979101,1771596,5272578,3078608,1228432
Paraguay-2021,Paraguay,2021,5.612159423546516,37512695,Upper middle income,Latin America & Caribbean,6.67,No,6684182,43566,4076400,905129,888072,2772351,5938695,17634826,4328352,925304
Paraguay-2022,Paraguay,2022,3.027456103604723,20467008,Upper middle income,Latin America & Caribbean,6.67,No,6760464,31189,3249756,279774,853065,2728382,6075234,2836922,3854549,558137
Paraguay-2023,Paraguay,2023,2.855880046977373,19546060,Upper middle income,Latin America & Caribbean,6.67,No,6844146,0,3995793,0,1129282,1325525,2138630,3672355,6241506,1042969
Paraguay-2024,Paraguay,2024,2.8660928687820864,19859596,Upper middle income,Latin America & Caribbean,,No,6929153,0,3429100,0,1359688,1342174,952421,5103574,5385788,2286851
Peru-2000,Peru,2000,0.0,0,Upper middle income,Latin America & Caribbean,8.33,No,26598331,0,0,0,0,0,0,0,0,0
Peru-2001,Peru,2001,11.584634965844106,312375048,Upper middle income,Latin America & Caribbean,7.5,No,26964600,572023,9507826,836639,6722646,78349435,28651732,74405230,90625395,22704122
Peru-2002,Peru,2002,17.005919954389103,464061234,Upper middle income,Latin America & Caribbean,7.5,No,27288217,449238,7830709,662360,7308499,72861404,26034172,78190052,11336548,259388252
Peru-2003,Peru,2003,12.938385793725928,356847020,Upper middle income,Latin America & Caribbean,7.5,No,27580490,0,7835951,178660,5205906,55254141,25043966,22987621,13542514,226798261
Peru-2004,Peru,2004,6.033916399392651,168057786,Upper middle income,Latin America & Caribbean,7.5,No,27852190,0,7980239,0,8234363,54492230,33368347,18727630,26046497,19208480
Peru-2005,Peru,2005,6.007299693464829,168812210,Upper middle income,Latin America & Caribbean,7.5,No,28101180,0,5213925,75102,7816883,29059944,38603333,7941493,19421669,60679861
Peru-2006,Peru,2006,8.998159049001092,254868275,Upper middle income,Latin America & Caribbean,7.5,No,28324491,0,4082595,31274,6847719,26868559,25508697,31468881,15483187,144577363
Peru-2007,Peru,2007,3.1775059209029544,90656465,Upper middle income,Latin America & Caribbean,7.5,Yes,28530699,152179,3705333,2668942,6056657,14448737,23888246,7305289,10343556,22087526
Peru-2008,Peru,2008,4.49756598766651,129165782,Upper middle income,Latin America & Caribbean,7.5,Yes,28719041,0,9653392,4265337,3314703,11033259,21082676,10723278,5467079,63626058
Peru-2009,Peru,2009,5.1502017298725455,148824406,Upper middle income,Latin America & Caribbean,7.5,Yes,28896811,0,12340565,1417623,4146709,8731557,21031009,11135135,11066887,78954921
Peru-2010,Peru,2010,7.705978153971501,224136227,Upper middle income,Latin America & Caribbean,7.5,Yes,29086019,0,29118675,956503,6518736,6008445,33908808,5212150,23413916,118998994
Peru-2011,Peru,2011,6.787501640129695,198901525,Upper middle income,Latin America & Caribbean,7.5,No,29304085,0,21482653,1245444,11245305,4778452,25037102,14914272,33817315,86380982
Peru-2012,Peru,2012,7.033833421893996,207852352,Upper middle income,Latin America & Caribbean,7.5,No,29550366,43546,26461001,53088,19486744,6148728,17539759,15090839,42614014,80414633
Peru-2013,Peru,2013,6.199456206182598,184854883,Upper middle income,Latin America & Caribbean,7.5,No,29817919,0,24062610,1031699,16648759,8038646,12547994,10825377,35307743,76392055
Peru-2014,Peru,2014,5.75684840920518,173372245,Upper middle income,Latin America & Caribbean,7.5,No,30115826,0,24637800,691142,26246576,8182766,11049123,1504131,45858764,55201943
Peru-2015,Peru,2015,12.38549311173566,377232395,Upper middle income,Latin America & Caribbean,7.5,No,30457600,0,23008572,1749821,32095596,8222956,8658967,7456641,88063348,207976494
Peru-2016,Peru,2016,5.481111411004807,169182687,Upper middle income,Latin America & Caribbean,7.5,No,30866493,0,22529481,2860730,23972280,9782806,6485131,7381816,48758380,47412063
Peru-2017,Peru,2017,5.086545554751218,159334188,Upper middle income,Latin America & Caribbean,7.5,No,31324636,0,22804245,3730768,14730856,10270811,4481849,5256953,49930554,48128152
Peru-2018,Peru,2018,3.6472889497614913,116339702,Upper middle income,Latin America & Caribbean,7.5,No,31897583,0,20570592,7286516,7024552,7043420,4665427,2321487,37585680,29842028
Peru-2019,Peru,2019,4.044178884212089,131230786,Upper middle income,Latin America & Caribbean,6.67,No,32449303,290265,17687254,10355937,13070073,3905718,3914981,17636929,41139655,23229974
Peru-2020,Peru,2020,4.943845195006763,162348851,Upper middle income,Latin America & Caribbean,7.5,No,32838579,311809,19066976,29116673,14490795,3141719,10929077,39713181,36591975,8986646
Peru-2021,Peru,2021,5.629032568912888,186635534,Upper middle income,Latin America & Caribbean,6.67,No,33155881,222647,42425514,56692482,10964120,3278930,6563929,53952438,5591938,6943536
Peru-2022,Peru,2022,7.0419852310819655,235733540,Upper middle income,Latin America & Caribbean,6.67,No,33475438,51240,55314128,78179338,2949085,4087472,12105709,61770331,6732781,14543456
Peru-2023,Peru,2023,6.977868921698192,236170279,Upper middle income,Latin America & Caribbean,6.67,No,33845617,138000,65380777,66654516,2122794,5143840,13907149,64245500,8731939,9845764
Peru-2024,Peru,2024,5.3814879118490415,184142930,Upper middle income,Latin America & Caribbean,,No,34217847,0,48086901,49138245,1638100,4370833,5416199,59292443,7736256,8463953
Philippines-2000,Philippines,2000,0.0,0,Lower middle income,East Asia & Pacific,7.5,Yes,79625397,0,0,0,0,0,0,0,0,0
Philippines-2001,Philippines,2001,2.173596752924222,176934010,Lower middle income,East Asia & Pacific,7.5,Yes,81401488,643397,6740831,758181,12832443,14353954,36185955,72364300,20686043,12368906
Philippines-2002,Philippines,2002,2.3973143230230796,199142235,Lower middle income,East Asia & Pacific,7.5,Yes,83068888,0,6042167,1694102,9088302,16782597,20215017,47280344,6534287,91505419
Philippines-2003,Philippines,2003,3.255742177659672,275865009,Lower middle income,East Asia & Pacific,7.5,Yes,84731835,0,4611420,888776,19203974,19524235,34658343,91391274,1436749,104150238
Philippines-2004,Philippines,2004,2.219606955553562,191761842,Lower middle income,East Asia & Pacific,6.67,Yes,86394504,0,5713686,1480304,21029406,1493339,40645317,58511664,1136807,61751319
Philippines-2005,Philippines,2005,2.8473664111898978,250613691,Lower middle income,East Asia & Pacific,6.67,Yes,88015961,0,4133467,1179321,21295552,8669078,50768587,52700962,2515333,109351391
Philippines-2006,Philippines,2006,2.739178678663615,245181106,Lower middle income,East Asia & Pacific,5.83,Yes,89508986,234923,5175262,1173785,18750642,16537703,56626364,62876349,2625512,81180566
Philippines-2007,Philippines,2007,2.5865324301732953,235568917,Lower middle income,East Asia & Pacific,5.83,Yes,91075184,43998,6199994,1619134,19886407,13011782,22702206,46240640,5158198,120706558
Philippines-2008,Philippines,2008,2.0013742529134104,185525580,Lower middle income,East Asia & Pacific,5.83,Yes,92699094,9016,11544769,3509428,13147831,17889410,32000805,26827903,21421489,59174929
Philippines-2009,Philippines,2009,2.464157928891738,232577698,Lower middle income,East Asia & Pacific,6.67,Yes,94384250,0,10422769,8576619,10195526,18050157,36695525,64976372,24935075,58725655
Philippines-2010,Philippines,2010,2.664233762425441,256664621,Lower middle income,East Asia & Pacific,6.67,Yes,96337125,0,15250176,27150475,7870441,22076130,34898609,63532214,18262818,67623758
Philippines-2011,Philippines,2011,2.7943463711355765,274540658,Lower middle income,East Asia & Pacific,6.67,Yes,98248614,0,24111635,11937920,10246069,22823079,43977579,77438645,16462268,67543463
Philippines-2012,Philippines,2012,2.8501523306414445,285515469,Lower middle income,East Asia & Pacific,6.67,Yes,100175512,3347333,23681529,3980422,11403097,28092937,34974557,83275583,20079375,76680636
Philippines-2013,Philippines,2013,2.971910972588201,303361783,Lower middle income,East Asia & Pacific,6.67,Yes,102076336,2644053,32912275,19190499,23930832,40308860,39398333,55197718,11548297,78230916
Philippines-2014,Philippines,2014,4.430902762753485,459782063,Lower middle income,East Asia & Pacific,6.67,Yes,103767130,2388309,27458171,94297113,28598250,51889431,51908651,92081376,23565061,87595701
Philippines-2015,Philippines,2015,4.583888886034962,482743049,Lower middle income,East Asia & Pacific,6.67,Yes,105312991,2362131,33318466,35721977,35222284,76983363,53200461,94692073,30111221,121131073
Philippines-2016,Philippines,2016,5.396493942201298,575998661,Lower middle income,East Asia & Pacific,6.67,Yes,106735719,2601699,34890431,22034172,35414392,67128743,42083443,143146324,34853528,193845929
Philippines-2017,Philippines,2017,2.672421914849499,288941437,Lower middle income,East Asia & Pacific,6.67,Yes,108119693,79064,26015222,13182927,35744832,30691474,39115142,22013755,21717591,100381430
Philippines-2018,Philippines,2018,3.045302809513511,333354943,Lower middle income,East Asia & Pacific,5.83,Yes,109465286,360871,22265228,15766642,25129896,23374167,30044550,9086333,16980804,190346452
Philippines-2019,Philippines,2019,3.924636488513757,434868102,Lower middle income,East Asia & Pacific,5.83,Yes,110804683,26120,22780973,18512238,8292596,9749630,28618368,30202285,20745478,295940414
Philippines-2020,Philippines,2020,3.498396788244644,392104734,Lower middle income,East Asia & Pacific,5.83,Yes,112081264,2314781,27670414,14074301,2212796,14139762,36701777,32534385,34321753,228134765
Philippines-2021,Philippines,2021,3.632307067270434,410817380,Lower middle income,East Asia & Pacific,5.83,Yes,113100950,0,26156559,22232992,2324269,21264086,43968550,41977648,27878423,225014853
Philippines-2022,Philippines,2022,2.950830548412434,336289450,Lower middle income,East Asia & Pacific,5.83,Yes,113964338,0,32948825,21728870,2666293,22782125,56967081,39228358,26844912,133122986
Philippines-2023,Philippines,2023,2.4378293675915073,280085139,Lower middle income,East Asia & Pacific,5.83,Yes,114891199,0,43407338,16314560,3922174,22400165,59702292,54049553,28206492,52082565
Philippines-2024,Philippines,2024,6.23224443107029,721966061,Lower middle income,East Asia & Pacific,,No,115843669,0,33635709,7878902,3263283,27080689,42429804,54517102,22797678,530362894
Poland-2000,Poland,2000,0.0,0,High income,Europe & Central Asia,9.17,No,38258071,0,0,0,0,0,0,0,0,0
Poland-2001,Poland,2001,1.1847732167420932,45314443,High income,Europe & Central Asia,9.17,No,38247356,1191647,511977,41035,0,12353759,192863,8698292,15129,22309741
Poland-2002,Poland,2002,2.077977534990864,79439851,High income,Europe & Central Asia,9.17,No,38229408,0,25805,0,0,4224196,384600,5537660,2692738,66574852
Poland-2003,Poland,2003,56.833505909036035,2171240207,High income,Europe & Central Asia,10.0,No,38203524,0,10877,135482,0,694775,0,1446549,2121147192,47805332
Poland-2004,Poland,2004,1.6592981340285413,63331381,High income,Europe & Central Asia,10.0,No,38167572,0,6716,0,0,132251,545732,7094864,-107892,55659710
Poland-2005,Poland,2005,3.7687883125912687,143682714,High income,Europe & Central Asia,10.0,No,38124379,0,4905,6142,0,0,0,6141096,0,137530571
Poland-2006,Poland,2006,1.4086979261759955,53630774,High income,Europe & Central Asia,10.0,No,38071167,0,0,10432,29335,-1078,0,3611714,2298541,47681830
Poland-2007,Poland,2007,1.359337420277382,51682581,High income,Europe & Central Asia,10.0,No,38020421,33696,0,0,0,0,0,7105981,0,44542904
Poland-2008,Poland,2008,1.2602853065575335,47885677,High income,Europe & Central Asia,10.0,No,37995902,0,0,8322,0,37904,60025,5192933,0,42586493
Poland-2009,Poland,2009,1.6648775312873705,63268934,High income,Europe & Central Asia,10.0,No,38002155,0,0,235006,0,0,72616,2292846,0,60668466
Poland-2010,Poland,2010,4.4683042033134175,170221617,High income,Europe & Central Asia,10.0,No,38095351,0,0,68059,843809,25131,0,0,0,169284618
Poland-2011,Poland,2011,1.898310989435322,72531885,High income,Europe & Central Asia,10.0,No,38208642,0,0,0,0,-106996,133439,0,0,72505442
Poland-2012,Poland,2012,1.7761295290009245,67933166,High income,Europe & Central Asia,10.0,No,38247867,0,0,0,0,-269656,0,0,0,68202822
Poland-2013,Poland,2013,1.671412924797138,63947025,High income,Europe & Central Asia,10.0,No,38259262,0,0,0,0,0,0,20521,0,63926504
Poland-2014,Poland,2014,1.3035882841898312,49881953,High income,Europe & Central Asia,10.0,No,38265113,0,0,0,0,0,0,0,0,49881953
Poland-2015,Poland,2015,14.690375508861397,562146522,High income,Europe & Central Asia,9.17,No,38266314,0,11127573,31281,0,0,0,0,536961913,14025755
Poland-2016,Poland,2016,2.5737385975817797,98479642,High income,Europe & Central Asia,9.17,No,38263265,0,0,0,0,0,7877,0,82675381,15796384
Poland-2017,Poland,2017,0.36221459189682026,13856504,High income,Europe & Central Asia,8.33,No,38254958,126070,3662100,0,0,0,0,0,0,10068334
Poland-2018,Poland,2018,0.053919097975030514,2061924,High income,Europe & Central Asia,8.33,No,38241070,0,28,0,0,0,0,23951,0,2037945
Poland-2019,Poland,2019,0.42603823105830596,16285688,High income,Europe & Central Asia,8.33,No,38225884,0,1843,0,0,0,0,0,0,16283845
Poland-2020,Poland,2020,0.39758610539327593,15176264,High income,Europe & Central Asia,8.33,No,38171012,0,2314781,0,0,0,0,0,0,12861483
Poland-2021,Poland,2021,0.08702641443347149,3310511,High income,Europe & Central Asia,8.33,No,38040301,0,0,0,0,0,0,3074379,0,236132
Poland-2022,Poland,2022,8.289844074644492,318211791,High income,Europe & Central Asia,8.33,No,38385739,0,95,0,0,0,5022,3233228,0,314973446
Poland-2023,Poland,2023,1.9079847419860303,73958913,High income,Europe & Central Asia,8.33,No,38762843,0,102,8568,0,0,4212,1073505,0,72872526
Poland-2024,Poland,2024,0.0751132334061622,2894804,High income,Europe & Central Asia,,No,38539201,0,88810,0,0,0,4602,153890,251490,2396012
Portugal-2000,Portugal,2000,0.0,0,High income,Europe & Central Asia,10.0,No,10283204,0,0,0,0,0,0,0,0,0
Portugal-2001,Portugal,2001,0.1031551649339928,1068102,High income,Europe & Central Asia,10.0,No,10354324,0,0,0,0,0,0,0,0,1068102
Portugal-2002,Portugal,2002,0.11173437853522947,1163495,High income,Europe & Central Asia,10.0,No,10413044,0,0,0,0,0,0,0,0,1163495
Portugal-2003,Portugal,2003,0.13819773690017786,1444753,High income,Europe & Central Asia,10.0,No,10454245,0,0,0,0,0,0,12226,0,1432527
Portugal-2004,Portugal,2004,0.5052666246938261,5295892,High income,Europe & Central Asia,10.0,No,10481381,0,0,0,0,0,0,309547,0,4986345
Portugal-2005,Portugal,2005,0.13457221193996796,1413411,High income,Europe & Central Asia,10.0,No,10502993,0,0,0,0,0,0,180244,0,1233167
Portugal-2006,Portugal,2006,0.10912921935515749,1148489,High income,Europe & Central Asia,10.0,No,10524120,0,0,0,0,0,0,285809,0,862680
Portugal-2007,Portugal,2007,0.1346043131088563,1419648,High income,Europe & Central Asia,10.0,No,10546824,0,0,0,0,0,0,457812,0,961836
Portugal-2008,Portugal,2008,0.22963343708112774,2425866,High income,Europe & Central Asia,10.0,No,10564080,0,0,0,0,0,0,1387002,0,1038864
Portugal-2009,Portugal,2009,0.8770766660864368,9276197,High income,Europe & Central Asia,10.0,No,10576267,0,0,0,0,0,0,286949,0,8989248
Portugal-2010,Portugal,2010,0.3873043466752878,4097161,High income,Europe & Central Asia,10.0,No,10578660,0,0,155174,0,0,0,0,0,3941987
Portugal-2011,Portugal,2011,0.07536261069851698,795607,High income,Europe & Central Asia,10.0,No,10557052,0,0,0,0,0,0,0,0,795607
Portugal-2012,Portugal,2012,0.06712897656744173,705737,High income,Europe & Central Asia,10.0,No,10513150,0,0,0,0,0,0,0,0,705737
Portugal-2013,Portugal,2013,0.08139585249873856,851262,High income,Europe & Central Asia,10.0,No,10458297,0,0,0,0,0,0,0,0,851262
Portugal-2014,Portugal,2014,0.03719177743879177,387025,High income,Europe & Central Asia,10.0,No,10406198,0,0,0,0,0,0,0,0,387025
Portugal-2015,Portugal,2015,0.017112867007185062,177465,High income,Europe & Central Asia,10.0,No,10370267,0,0,0,64854,0,0,0,0,112611
Portugal-2016,Portugal,2016,0.01300533172400915,134558,High income,Europe & Central Asia,10.0,No,10346372,0,0,0,10427,0,0,0,0,124131
Portugal-2017,Portugal,2017,0.21512763139197533,2222450,High income,Europe & Central Asia,10.0,No,10330844,0,0,0,123222,0,0,0,0,2099228
Portugal-2018,Portugal,2018,0.006549606584878987,67627,High income,Europe & Central Asia,10.0,No,10325353,0,0,0,5110,0,0,0,0,62517
Portugal-2019,Portugal,2019,-0.0065749395279783955,-68006,High income,Europe & Central Asia,10.0,No,10343213,0,0,0,-68006,0,0,0,0,0
Portugal-2020,Portugal,2020,0.0017057005536559935,17689,High income,Europe & Central Asia,10.0,No,10370519,0,0,0,0,0,0,0,0,17689
Portugal-2021,Portugal,2021,0.0021719851543962995,22569,High income,Europe & Central Asia,10.0,No,10390955,0,0,0,22569,0,0,0,0,0
Portugal-2022,Portugal,2022,0.0,0,High income,Europe & Central Asia,10.0,No,10417072,0,0,0,0,0,0,0,0,0
Portugal-2023,Portugal,2023,0.08211135204431365,856482,High income,Europe & Central Asia,10.0,No,10430738,0,0,0,0,0,6482,0,0,850000
Portugal-2024,Portugal,2024,1.4004403905425384E-5,146,High income,Europe & Central Asia,,No,10425292,0,0,0,0,0,0,146,0,0
Puerto Rico-2000,Puerto Rico,2000,0.0,0,High income,Latin America & Caribbean,,No,3809866,0,0,0,0,0,0,0,0,0
Puerto Rico-2001,Puerto Rico,2001,0.0,0,High income,Latin America & Caribbean,,No,3813013,0,0,0,0,0,0,0,0,0
Puerto Rico-2002,Puerto Rico,2002,0.0,0,High income,Latin America & Caribbean,,No,3810712,0,0,0,0,0,0,0,0,0
Puerto Rico-2003,Puerto Rico,2003,0.0,0,High income,Latin America & Caribbean,,No,3806043,0,0,0,0,0,0,0,0,0
Puerto Rico-2004,Puerto Rico,2004,0.0,0,High income,Latin America & Caribbean,,No,3798656,0,0,0,0,0,0,0,0,0
Puerto Rico-2005,Puerto Rico,2005,0.0,0,High income,Latin America & Caribbean,,No,3788415,0,0,0,0,0,0,0,0,0
Puerto Rico-2006,Puerto Rico,2006,0.0,0,High income,Latin America & Caribbean,,No,3776215,0,0,0,0,0,0,0,0,0
Puerto Rico-2007,Puerto Rico,2007,0.0,0,High income,Latin America & Caribbean,,No,3763087,0,0,0,0,0,0,0,0,0
Puerto Rico-2008,Puerto Rico,2008,0.0,0,High income,Latin America & Caribbean,,No,3749127,0,0,0,0,0,0,0,0,0
Puerto Rico-2009,Puerto Rico,2009,0.0,0,High income,Latin America & Caribbean,,No,3735014,0,0,0,0,0,0,0,0,0
Puerto Rico-2010,Puerto Rico,2010,0.0,0,High income,Latin America & Caribbean,,No,3714836,0,0,0,0,0,0,0,0,0
Puerto Rico-2011,Puerto Rico,2011,0.0,0,High income,Latin America & Caribbean,,No,3683710,0,0,0,0,0,0,0,0,0
Puerto Rico-2012,Puerto Rico,2012,0.0,0,High income,Latin America & Caribbean,,No,3646422,0,0,0,0,0,0,0,0,0
Puerto Rico-2013,Puerto Rico,2013,0.0,0,High income,Latin America & Caribbean,,No,3606769,0,0,0,0,0,0,0,0,0
Puerto Rico-2014,Puerto Rico,2014,0.0,0,High income,Latin America & Caribbean,,No,3565366,0,0,0,0,0,0,0,0,0
Puerto Rico-2015,Puerto Rico,2015,0.0,0,High income,Latin America & Caribbean,,No,3521811,0,0,0,0,0,0,0,0,0
Puerto Rico-2016,Puerto Rico,2016,0.0,0,High income,Latin America & Caribbean,,No,3476007,0,0,0,0,0,0,0,0,0
Puerto Rico-2017,Puerto Rico,2017,0.0,0,High income,Latin America & Caribbean,,No,3371873,0,0,0,0,0,0,0,0,0
Puerto Rico-2018,Puerto Rico,2018,0.0,0,High income,Latin America & Caribbean,,No,3290068,0,0,0,0,0,0,0,0,0
Puerto Rico-2019,Puerto Rico,2019,0.0,0,High income,Latin America & Caribbean,,No,3288028,0,0,0,0,0,0,0,0,0
Puerto Rico-2020,Puerto Rico,2020,0.0,0,High income,Latin America & Caribbean,,No,3275805,0,0,0,0,0,0,0,0,0
Puerto Rico-2021,Puerto Rico,2021,0.0,0,High income,Latin America & Caribbean,,No,3253210,0,0,0,0,0,0,0,0,0
Puerto Rico-2022,Puerto Rico,2022,0.0,0,High income,Latin America & Caribbean,,No,3240968,0,0,0,0,0,0,0,0,0
Puerto Rico-2023,Puerto Rico,2023,0.0,0,High income,Latin America & Caribbean,,No,3242022,0,0,0,0,0,0,0,0,0
Puerto Rico-2024,Puerto Rico,2024,0.0,0,High income,Latin America & Caribbean,,No,3242204,0,0,0,0,0,0,0,0,0
Qatar-2000,Qatar,2000,0.0,0,High income,Middle East & North Africa,1.67,No,644989,0,0,0,0,0,0,0,0,0
Qatar-2001,Qatar,2001,0.0,0,High income,Middle East & North Africa,1.67,No,677925,0,0,0,0,0,0,0,0,0
Qatar-2002,Qatar,2002,0.0,0,High income,Middle East & North Africa,1.67,No,711205,0,0,0,0,0,0,0,0,0
Qatar-2003,Qatar,2003,0.06375875877220075,47480,High income,Middle East & North Africa,2.5,No,744682,0,0,47480,0,0,0,0,0,0
Qatar-2004,Qatar,2004,6.090527742289211E-4,471,High income,Middle East & North Africa,2.5,No,773332,0,0,471,0,0,0,0,0,0
